Notetype,NoteTemplate,counts,Percentage,Cumulative Percentage,
Progress Note,BC FP Female Physical Exam,26,0.001346096,99.55045558,
Progress Note,Test,26,0.001346096,99.55180167,
Well Child Check,CH Physical 9-10 Years Old,26,0.001346096,99.55314777,
Progress Note,TB DHHS 2810,25,0.001294323,99.55444209,
Admit Note,BF 2022 WCC 6 YEARS,25,0.001294323,99.55573642,
Admit Note,FP-Nexplanon REMOVAL/INSERTION,25,0.001294323,99.55703074,
Admit Note,Smoking Cessation,25,0.001294323,99.55832506,
Admit Note,TB Nurse Note,25,0.001294323,99.55961939,
Phone Encounter,Outside Referral,25,0.001294323,99.56091371,
Progress Note,TB Epi Record Pt1- CCHD,25,0.001294323,99.56220803,
Progress Note,ZZZ BCCCP-Cervical Screen Data,25,0.001294323,99.56350236,
Maternal Return,CCHD PN Established,25,0.001294323,99.56479668,
Progress Note,DCHD BCCCP,25,0.001294323,99.566091,
H&P Note,Lab Results,25,0.001294323,99.56738533,
Admit Note,BCCCP Cervical Cancer 2019,25,0.001294323,99.56867965,
CH Sick Visit,CCHD CH SICK Visit,25,0.001294323,99.56997397,
Family Planning,Nurses Note,25,0.001294323,99.5712683,
Progress Note,FP -Nexplanon Insertion - WCHD,24,0.001242551,99.57251085,
Progress Note,Barton Lab Only  - Covid 19,24,0.001242551,99.5737534,
Off-Service Note,Nurse visit,24,0.001242551,99.57499595,
Progress Note,SCHD BF Well Child 9-10yrs.,24,0.001242551,99.5762385,
TB Notes,TB Monthly Assessment,24,0.001242551,99.57748105,
Progress Note,FP Male Flow/Green Sheet,24,0.001242551,99.5787236,
Depo or Pill Check,CCHD FP Depo/Pill Check,24,0.001242551,99.57996615,
Admit Note,BF 2022 WCC 9 MONTHS,24,0.001242551,99.5812087,
Progress Note,CD - Skin Rash,24,0.001242551,99.58245125,
Mirena IUD Insertion,FP Mirena IUD Insertion- LCHD,24,0.001242551,99.5836938,
Progress Note,Phone Encounter NCHD,24,0.001242551,99.58493635,
Progress Note,CO -C-19 Pfz Vaccine-4th Dose,24,0.001242551,99.5861789,
Well Child,Well Child 5-6 Year Exam,23,0.001190778,99.58736968,
WiseWoman,WW Health Coaching 4050A,23,0.001190778,99.58856046,
Phone Encounter,ASCVD Risk Calculation,23,0.001190778,99.58975124,
Progress Note,Insomnia,23,0.001190778,99.59094201,
Encounter Note,LCHD Adult Physical Note,23,0.001190778,99.59213279,
TB Flow Sheet,CCHD TB Flow Sheet,23,0.001190778,99.59332357,
Admit Note,AH-Follow Up Visit,23,0.001190778,99.59451435,
TB SCREENING FORM,TB Screening Form NCHD,23,0.001190778,99.59570512,
MH return visit,MH Return Note NCHD,23,0.001190778,99.5968959,
Progress Note,Routine - Medi Annual Wellness,22,0.001139005,99.59803491,
MH Note,MESH FQHC,22,0.001139005,99.59917391,
CH Initial Hx,CH Initial Hx 2023,22,0.001139005,99.60031292,
Progress Note,MAT Intake Note,22,0.001139005,99.60145192,
Progress Note,BF Well Child 2 Months,22,0.001139005,99.60259092,
Progress Note,TB Screening/ IGRA,22,0.001139005,99.60372993,
Progress Note,ST Follow-Up,22,0.001139005,99.60486893,
Encounter Note,LCHD General Nurse Note,22,0.001139005,99.60600794,
Progress Note,Implanon/Nexplanon Removal,22,0.001139005,99.60714694,
Psychology Assessment,Psych-Assessment Note,22,0.001139005,99.60828595,
MH Intake,Phone Encounter,22,0.001139005,99.60942495,
Progress Note,Skilled Nurse Home Visit.HCDPH,22,0.001139005,99.61056396,
Progress Note,Wilkes Co AH Enrollment,22,0.001139005,99.61170296,
Progress Note,ER Follow up,22,0.001139005,99.61284197,
Encounter Note,LCHD BCCCP Screening Data,21,0.001087232,99.6139292,
Provider Progress Note,DEV FP Annual TZ,21,0.001087232,99.61501643,
BF NOTE,BF-Well Child 3 years NCHD,21,0.001087232,99.61610366,
BH Office Visit,Blank Note,21,0.001087232,99.61719089,
Diagnostic Test,Treadmill Exercise Test,21,0.001087232,99.61827813,
Progress Note,BCCCP-Cervical Screening Data,21,0.001087232,99.61936536,
Progress Note,FP Problem,21,0.001087232,99.62045259,
Progress Note,Shortness of Breath,21,0.001087232,99.62153982,
Admit Note,ST Results,21,0.001087232,99.62262705,
Admit Note,ZZ BCCCP 2018 Breast Screening,21,0.001087232,99.62371428,
Adult Sick or Problem Focused,CCHD Adult Acute Care,21,0.001087232,99.62480152,
Progress Note,TB Screening Form SCHD,21,0.001087232,99.62588875,
Progress Note,Barton IM Injection,21,0.001087232,99.62697598,
Progress Note,Emergency Contraception,21,0.001087232,99.62806321,
Progress Note,Employee Health,21,0.001087232,99.62915044,
Progress Note,RCPH Record TB Screening Form,21,0.001087232,99.63023767,
Progress Note,CD - Blank,20,0.001035459,99.63127313,
Child Health,CH-BF Well Child 9-10yrs. LCHD,20,0.001035459,99.63230859,
Progress Note,Barton Depo,20,0.001035459,99.63334405,
VLab Report ,Lower Extremity Vein Mapping ,20,0.001035459,99.63437951,
Progress Note,CD,20,0.001035459,99.63541497,
Progress Note,BH Psychiatry H and P,20,0.001035459,99.63645043,
Progress Note,Angiogram Nonphysician,20,0.001035459,99.63748589,
Progress Note,MH 17P Injection,20,0.001035459,99.63852134,
Progress Note,COVID-19 Testing Home Visit,20,0.001035459,99.6395568,
Admit Note,Follow Up,20,0.001035459,99.64059226,
Initial Evaluation,PT eval Mike 24,20,0.001035459,99.64162772,
Admit Note,Well Child 12 month visit 2019,20,0.001035459,99.64266318,
Progress Note,BF - WCC 18-21yr Visit,20,0.001035459,99.64369864,
Initial Psychology,Psych Eval Dr. Darcy Alexander,20,0.001035459,99.6447341,
Progress Note,BF - Well Child 3 Year NEW,20,0.001035459,99.64576956,
BCCCP,AH/BCCCP Annual,20,0.001035459,99.64680501,
Primary Care,CC-OMH Initial Visit,20,0.001035459,99.64784047,
Progress Note,ZBF - WCC 3-5 days,20,0.001035459,99.64887593,
Progress Note,CC-OMH Initial Visit,20,0.001035459,99.64991139,
Progress Note,ZZ Z Pregnancy Tst and Counsel,19,0.000983686,99.65089508,
Admit Note,SCHD Nurses Note,19,0.000983686,99.65187876,
Progress Note,BF - WCC 2/h Year Visit,19,0.000983686,99.65286245,
Initial Psychology,Psych Eval Dr. O'Malley,19,0.000983686,99.65384613,
Admit Note,CCHD BCCCP Needs Assessment,19,0.000983686,99.65482982,
Limited note,FP-Problem Visit,19,0.000983686,99.65581351,
Progress Note,Blank Template,19,0.000983686,99.65679719,
Progress Note,TB Record of TB Screening,19,0.000983686,99.65778088,
Progress Note,Depression follow up,19,0.000983686,99.65876456,
Progress Note,CO -C-19 Mod Vaccine-4th Dose,19,0.000983686,99.65974825,
Progress Note,Hyperlipidemia,19,0.000983686,99.66073193,
BCCCP Follow Up,BCCCP PATIENT NAVIGATION,19,0.000983686,99.66171562,
VLab Report ,Mesenteric Duplex,19,0.000983686,99.66269931,
H&P Note,Phone Encounter,18,0.000931913,99.66363122,
MD Progress,No Show TKC,18,0.000931913,99.66456313,
Admin Note,BH Closure Note.HCDPH,18,0.000931913,99.66549505,
Progress Note,BF - Well Child 4 Year NEW,18,0.000931913,99.66642696,
Admit Note,CCHD COVID FP,18,0.000931913,99.66735887,
Progress Note,Wound Check,18,0.000931913,99.66829078,
Progress Note,BF Well Child 6 Years,18,0.000931913,99.6692227,
Progress Note,BF-Well Child 12 Mth RPM,18,0.000931913,99.67015461,
Progress Note,zzzMH-GVPH New OB Complete,18,0.000931913,99.67108652,
Procedure Report,Peripheral Angio Provider Note,18,0.000931913,99.67201844,
Progress Note,CO - C-19 Pfz Vaccine-3RD Dose,18,0.000931913,99.67295035,
Well Child Check,CH Physical 7-8 Years Old,18,0.000931913,99.67388226,
Progress Note,FP - Male Flow 2814M,18,0.000931913,99.67481417,
Progress Note,Well child 5year Visit 2019,17,0.00088014,99.67569431,
Progress Note,BF-Problem Visit-telemedicine,17,0.00088014,99.67657445,
FP History ,FP 4060M - Male Health Hx,17,0.00088014,99.67745459,
Progress Note,Lab Services,17,0.00088014,99.67833473,
Progress Note,Adult Health Problem Visit,17,0.00088014,99.67921487,
Progress Note,Well Adolscnt 11-14yr Vst 2019,17,0.00088014,99.68009501,
Progress Note,Pregnancy Test MCHD 2020,17,0.00088014,99.68097515,
Progress Note,Sexually Transmitted Diseases,17,0.00088014,99.68185529,
Progress Note,Home Visit - Postnatal SCHD,17,0.00088014,99.68273543,
Progress Note,TB DOT Progress Note,17,0.00088014,99.68361557,
Progress Note,ZZZ Medication Encounter,17,0.00088014,99.68449571,
Note,Progress Note,17,0.00088014,99.68537585,
Progress Note,Diarrhea Acute,17,0.00088014,99.68625599,
Admit Note,Gaffney Allergy Testing Note,17,0.00088014,99.68713613,
Progress Note,DCHD-TB EPIDEMIOLOGICAL RECORD,17,0.00088014,99.68801627,
Progress Note,MH Sick Note,16,0.000828367,99.68884464,
VLab Report ,ABI with Exercise ,16,0.000828367,99.68967301,
Admit Note,BF 2022 WCC 2 1/2 YEARS,16,0.000828367,99.69050137,
Gestational Diabetic,Gestational Diabetic,16,0.000828367,99.69132974,
Progress Note,Hepatitis Case Management,16,0.000828367,99.69215811,
H&P Note,ASA Patient Progress Note,16,0.000828367,99.69298648,
Initial Medical,IME Dr. Carlton,16,0.000828367,99.69381484,
Family Planning,FP Annual / PP Visit- LCHD,16,0.000828367,99.69464321,
Family Planning,FP Annual - Male Revised,16,0.000828367,99.69547158,
Initial Evaluation,PT eval Sam,16,0.000828367,99.69629994,
Progress Note,IUD Removal SCHD,16,0.000828367,99.69712831,
Progress Note,MH - Problem Visit,16,0.000828367,99.69795668,
Progress Note,FP Supply/Problem Visit,16,0.000828367,99.69878504,
DOT PHYSICAL,DOT PHYSICAL,16,0.000828367,99.69961341,
Progress Note,BF-Well Child 18 Mth RPM,16,0.000828367,99.70044178,
Progress Note,SPORTS PHYSICAL-LIMITED,16,0.000828367,99.70127015,
Progress Note,Well Child 6 Month Visit 2019,16,0.000828367,99.70209851,
Progress Note,BCCCP CMC care plan,16,0.000828367,99.70292688,
Admit Note,Lab/Radiology Review Note,16,0.000828367,99.70375525,
BF NOTE,BF-Well Child 2 years NCHD,16,0.000828367,99.70458361,
Well Child Check,CH Physical 4 Years Old,16,0.000828367,99.70541198,
Progress Note,CH-Well Child 2 days to 3 wks,16,0.000828367,99.70624035,
Admit Note,CP-FNA,16,0.000828367,99.70706871,
Diabetic Education,Diabetic Education - Week 1,16,0.000828367,99.70789708,
Admin Note,Phone Encounter,16,0.000828367,99.70872545,
TB Epidemiology Record,TB Epidemiological Record,16,0.000828367,99.70955382,
Progress Note,Joint Pain/Arthralgias,15,0.000776594,99.71033041,
BF NOTE,BF-Well Child 6 Months NCHD,15,0.000776594,99.711107,
BH Note,BH New Diagnostic Assessment,15,0.000776594,99.7118836,
Referral,MANAGED CARE NOTE,15,0.000776594,99.71266019,
Progress Note,SCHD BF Well Child 3 years,15,0.000776594,99.71343679,
Progress Note,FP Male Flow 2814M RPM,15,0.000776594,99.71421338,
H&P Note,'23 SHC New PT H-P/Eval/Exam,15,0.000776594,99.71498997,
Progress Note,Maternity NEW History MCHD,15,0.000776594,99.71576657,
Procedure,Jessica TPI- Meds,15,0.000776594,99.71654316,
Progress Note,STD Case Management,15,0.000776594,99.71731976,
STD Note,Follow-up Note,15,0.000776594,99.71809635,
Progress Note,HCM Procedure Note,15,0.000776594,99.71887294,
Admit Note,ZZZ YC APC Sick Visit,15,0.000776594,99.71964954,
Progress Note,BF-Well Child 6 Months ,15,0.000776594,99.72042613,
Progress Note,FP - IUD Check - WCHD,15,0.000776594,99.72120273,
Progress Note,CD Nurse Note,15,0.000776594,99.72197932,
Progress Note,CD - Tuberculosis Drug Record,15,0.000776594,99.72275591,
Well Child,Well Child 4 Year Exam,15,0.000776594,99.72353251,
Admit Note,Well Child 2year Visit 2019,15,0.000776594,99.7243091,
Progress Note,CCNC Pregnancy Home Risk ,15,0.000776594,99.7250857,
Progress Note,"zzPeds, Asthma Note",15,0.000776594,99.72586229,
Progress Note,ADHD Follow Up Adult,15,0.000776594,99.72663889,
TB Epi Record Part 1,CCHD TB Epi Record,15,0.000776594,99.72741548,
Progress Note,Chest Pain,15,0.000776594,99.72819207,
Encounter Note,LCHD Lab Visit Note,15,0.000776594,99.72896867,
Admit Note,HWC - Blank Note,15,0.000776594,99.72974526,
Admit Note,CC4C Note,15,0.000776594,99.73052186,
Progress Note,Well child 2month visit 2019,15,0.000776594,99.73129845,
Progress Note,BF- Well Child 2 Month,15,0.000776594,99.73207504,
Progress Note,zzzCH Problem Visit,15,0.000776594,99.73285164,
Progress Note,Test Results,14,0.000724821,99.73357646,
Triage Note,Triage Note,14,0.000724821,99.73430128,
Progress Note,FP - Nexplanon Removal - WCHD,14,0.000724821,99.7350261,
Progress Note,FC CESI,14,0.000724821,99.73575092,
Admit Note,CD- TB Individual Contact Form,14,0.000724821,99.73647574,
Child Health,CH-BF Well Child 15-21yr- LCHD,14,0.000724821,99.73720056,
Progress Note,Asthma,14,0.000724821,99.73792539,
Progress Note,FP Postpartum CP MCHD 2020,14,0.000724821,99.73865021,
Progress Note,FP-Male Flow 2814M,14,0.000724821,99.73937503,
Procedure Note,BCCCP 6 month F/U visit,14,0.000724821,99.74009985,
Progress Note,MH-New Maternity,14,0.000724821,99.74082467,
Combination Services,TB Skin Test Reading ,14,0.000724821,99.74154949,
VLab Report ,IVC Duplex,14,0.000724821,99.74227431,
Admit Note,Primary Care Note,14,0.000724821,99.74299913,
MH Note,MH New History,14,0.000724821,99.74372395,
Admit Note,CCHD FP FEMALE ANNUAL/NEW,14,0.000724821,99.74444878,
Progress Note,Immunization-MPOX vaccine,14,0.000724821,99.7451736,
H&P Note,FP - Nexplanon Implant Removal,14,0.000724821,99.74589842,
Admit Note,BCCCP Referral Note,14,0.000724821,99.74662324,
Progress Note,Hand Pain,14,0.000724821,99.74734806,
COVID19 Vaccine note,COVID-19 Vaccine Note,14,0.000724821,99.74807288,
Progress Note,MVA,14,0.000724821,99.7487977,
Monthly Eval,TB Monitoring Flow Sheet- LCHD,14,0.000724821,99.74952252,
Admit Note,MH - Problem Visit,14,0.000724821,99.75024735,
Progress Note,Edinburgh Depression Scale,14,0.000724821,99.75097217,
Progress Note,Well Child 4 year Visit 2019,14,0.000724821,99.75169699,
Progress Note,Well Child 2 1/2 Yr Visit 2019,14,0.000724821,99.75242181,
BF NOTE,BF-Well Child 12 Months NCHD,14,0.000724821,99.75314663,
Dictation Note,CVS MD Note,14,0.000724821,99.75387145,
Progress Note,FP Annual,14,0.000724821,99.75459627,
Progress Note,FP MALE Hx/Initial/Ann,14,0.000724821,99.75532109,
Progress Note,zzMH-Follow Up Visit Note,14,0.000724821,99.75604591,
Progress Note,TB Epi Record Pt1-WCHD,14,0.000724821,99.75677074,
Progress Note,FP - IUD Insertion - WCHD,13,0.000673048,99.75744378,
Progress Note,AH Depo Admin,13,0.000673048,99.75811683,
Progress Note,Home Visit - Newborn SCHD,13,0.000673048,99.75878988,
Progress Note,MNT,13,0.000673048,99.75946293,
Progress Note,TB Test,13,0.000673048,99.76013598,
Progress Note,ZBF - WCC 2 month,13,0.000673048,99.76080902,
Progress Note,BF-Well Child 9-10yrs. ,13,0.000673048,99.76148207,
Admit Note,Well Child 3year Visit 2019,13,0.000673048,99.76215512,
Diabetic Education,Diabetic Education - Week 2,13,0.000673048,99.76282817,
Nurse Admin ,MH - Problem Visit,13,0.000673048,99.76350122,
Well Child,Well Child 3 Year Exam,13,0.000673048,99.76417427,
Well Child Check,CH Physical 3 Years Old,13,0.000673048,99.76484731,
MH Intake,z-MH Initial HX Nurse.HCDPH,13,0.000673048,99.76552036,
BCCCP,BCCCP Follow Up Note,13,0.000673048,99.76619341,
Progress Note,Well Child 18 month visit 2019,13,0.000673048,99.76686646,
Admin Note,CD - Rabies Titer,13,0.000673048,99.76753951,
Phone Encounter,TB Nurse Note,13,0.000673048,99.76821255,
Hepatitis C Initial Visit,CCHD Hepatitis C Initial Visit,13,0.000673048,99.7688856,
BF NOTE,BF-Well Child 18 Months NCHD,13,0.000673048,99.76955865,
Follow UP,Harry - Med Follow Up,13,0.000673048,99.7702317,
Progress Note,Well Adolscnt 15-17yr Vst 2019,13,0.000673048,99.77090475,
Admit Note,BF 2022 WCC 18-20 YEARS,13,0.000673048,99.7715778,
Progress Note,zzGen Immunization Note,13,0.000673048,99.77225084,
Progress Note,PC - Medicare Wellness Exam,13,0.000673048,99.77292389,
Admit Note,Phone Encounter2,13,0.000673048,99.77359694,
Child Health,CH-BF Well Child 7-8yrs.-LCHD,13,0.000673048,99.77426999,
Progress Note,Well Child 9 /10 yr visit 2019,13,0.000673048,99.77494304,
Progress Note,BF-Well Child 2 1/2 yearsRPM,12,0.000621275,99.77556431,
Progress Note,BF-Well Child 2 1/2 years-WCHD,12,0.000621275,99.77618559,
Progress Note,FP Male Flow 2814M NCHD,12,0.000621275,99.77680686,
H&P Note,Nexplanon Insertion,12,0.000621275,99.77742814,
Progress Note,APC-Well Women Exam BCHD,12,0.000621275,99.77804941,
Progress Note,Therapy Initial/Intake,12,0.000621275,99.77867069,
Progress Note,WISEWOMAN Visit,12,0.000621275,99.77929196,
TB Follow Up,Phone Encounter,12,0.000621275,99.77991324,
Progress Note,Well Child 7/8 year Visit 2019,12,0.000621275,99.78053451,
Progress Note,Allergic Rhinitis,12,0.000621275,99.78115579,
Progress Note,Well child 4month Visit 2019,12,0.000621275,99.78177706,
Progress Note,Well Child 6 Year Visit 2019,12,0.000621275,99.78239834,
Procedure Report,Varithena Ablation,12,0.000621275,99.78301962,
BCCCP Visit,CCHD BCCCP Visit,12,0.000621275,99.78364089,
Admit Note,Well Child 9 month visit 2019,12,0.000621275,99.78426217,
Progress Note,EMG - LE,12,0.000621275,99.78488344,
PhoneEncounter,MTW Phone Encounter,12,0.000621275,99.78550472,
VLab Report ,Bilat Lwr Extre Venous Duplex,12,0.000621275,99.78612599,
Progress Note,Lab Results NCHD,12,0.000621275,99.78674727,
Encounter Note,LCHD 17yo and under Physical,12,0.000621275,99.78736854,
Progress Note,Jynneos Vaccine Consent Form,12,0.000621275,99.78798982,
Progress Note,COVID-19 NOTE,12,0.000621275,99.78861109,
Admit Note,testttt,12,0.000621275,99.78923237,
Progress Note,MOUD Initial,12,0.000621275,99.78985364,
FP History ,Phone Encounter,12,0.000621275,99.79047492,
FP History ,FP- Male Health Hx RPM,12,0.000621275,99.79109619,
Progress Note,Dr. Tarkington Note ,12,0.000621275,99.79171747,
Diabetic Education,Diabetic Education - Week 4,12,0.000621275,99.79233874,
TB Notes,TB X-Ray Visit,12,0.000621275,99.79296002,
Progress Note,PT/INR,12,0.000621275,99.79358129,
FP History ,FP Male History Form,12,0.000621275,99.79420257,
VLab Report ,Lft Upper Extre Arterial Duple,12,0.000621275,99.79482385,
FP History ,FP - 4060M - Male Health Hx,12,0.000621275,99.79544512,
H&P Note,Hepatitis C Intake Visit,12,0.000621275,99.7960664,
BF NOTE,BF-Well Child 9 Months NCHD,12,0.000621275,99.79668767,
Progress Note,TB Flow Sheet NCHD,11,0.000569502,99.79725717,
Progress Note,MH Home Visit - Postnatal,11,0.000569502,99.79782668,
Progress Note,BF-Well Child 15 Mth RPM,11,0.000569502,99.79839618,
FP History ,zzz FP 4060F -  Health Hx BCHD,11,0.000569502,99.79896568,
Progress Note,ZBF - WCC 1 Month,11,0.000569502,99.79953518,
Progress Note,MH - 3 Ultrasound,11,0.000569502,99.80010468,
Progress Note,FP Method Procedure Note.HCDPH,11,0.000569502,99.80067419,
Progress Note,FP-IUD Procedure Note,11,0.000569502,99.80124369,
Admit Note,Weight CHeck,11,0.000569502,99.80181319,
BF NOTE,BF-Well Child 15 Months NCHD,11,0.000569502,99.80238269,
Progress Note,Lead Surveillance,11,0.000569502,99.8029522,
Progress Note,TB Epi F/U- CCHD,11,0.000569502,99.8035217,
H&P Note,IUD Check,11,0.000569502,99.8040912,
Progress Note,TB-Record of TB Screening,11,0.000569502,99.8046607,
Progress Note,Test Note Template,11,0.000569502,99.80523021,
Progress Note,17 P Flow Sheet,11,0.000569502,99.80579971,
SW Note,HB Postpartum Service Log,11,0.000569502,99.80636921,
Well Child,Well Child 2 Year Exam,11,0.000569502,99.80693871,
SW Note,HB Intial Pregnant Assessment,11,0.000569502,99.80750822,
Progress Note,Surgeon History and Physical,11,0.000569502,99.80807772,
MH FLOW,Maternal Flow,11,0.000569502,99.80864722,
Progress Note,BF Well Child 2.5 Year,11,0.000569502,99.80921672,
ST Eval,Phone Encounter,11,0.000569502,99.80978622,
Physical Therapy,PT Daily Note,11,0.000569502,99.81035573,
PHQ,PHQ-4,11,0.000569502,99.81092523,
Diabetic Education,Diabetic Education - Week 3,10,0.000517729,99.81144296,
Progress Note,Migraine Follow up,10,0.000517729,99.81196069,
Admit Note,Gaffney Assessment,10,0.000517729,99.81247842,
Family Planning,FP Evaluation Visit- LCHD,10,0.000517729,99.81299615,
Progress Note,ZBF-Well Child 2 1/2 years,10,0.000517729,99.81351388,
Progress Note,Nurse Admin,10,0.000517729,99.81403161,
Child Health,BF-Well Child 2 1/2 years,10,0.000517729,99.81454933,
Adult Physical,CCHD  Adult Health Physical,10,0.000517729,99.81506706,
Adult Health,Nursing School Physical,10,0.000517729,99.81558479,
Admit Note,zSTD Note,10,0.000517729,99.81610252,
Progress Note,STD Treatment Syphilis,10,0.000517729,99.81662025,
Admit Note,Recertification MedSLP,10,0.000517729,99.81713798,
Admit Note,Well Child 18 month visit 2019,10,0.000517729,99.81765571,
CH Followup,CH Follow-up- LCHD,10,0.000517729,99.81817344,
H&P Note,'23 SHC New Pt Lumbar w/ Exam,10,0.000517729,99.81869117,
Progress Note,Blood Pressure Evaluation,10,0.000517729,99.8192089,
Progress Note,Anxiety New Diagnosis,10,0.000517729,99.81972663,
Newborn Home Visit,Home Visit Newborn- LCHD,10,0.000517729,99.82024436,
WiseWoman,WW Form DHHS 4049- LCHD,10,0.000517729,99.82076209,
MH Intake,z-CCNC Pregnancy Home Risk ,10,0.000517729,99.82127982,
Progress Note,BF - Well Child 6 Month NEW,10,0.000517729,99.82179755,
Nurse Progress Note,Dispensed Medications RN,10,0.000517729,99.82231528,
Progress Note,CD - Meningitis Contact,9,0.000465956,99.82278123,
Phone Encounter,CH - COVID19 Test Results,9,0.000465956,99.82324719,
H&P Note,IUD Insertion,9,0.000465956,99.82371314,
Progress Note,PAP,9,0.000465956,99.8241791,
Admit Note,Intake Note,9,0.000465956,99.82464506,
PrEP,PrEP Initial Visit,9,0.000465956,99.82511101,
Progress Note,Cryotherapy Form,9,0.000465956,99.82557697,
Progress Note,FP  Post Partum Visit,9,0.000465956,99.82604293,
Phone Encounter,Form Completion Note,9,0.000465956,99.82650888,
Progress Note,"New Maternity A,B,C,D",9,0.000465956,99.82697484,
Well Child Check,CH Physical 2 Years Old,9,0.000465956,99.8274408,
Procedure Report,RF VEIN ABLATION,9,0.000465956,99.82790675,
Progress Note,Acne,9,0.000465956,99.82837271,
Admit Note,Pertussis Contact Management,9,0.000465956,99.82883867,
FP History ,FP 4060F - Female HX CHS,9,0.000465956,99.82930462,
Well Baby,Well Baby 4 Month Exam,9,0.000465956,99.82977058,
Well Baby,Well Baby 6 Month Exam,9,0.000465956,99.83023654,
Progress Note,Well Child 5 Year Visit 2019,9,0.000465956,99.83070249,
Progress Note,Toe Pain,9,0.000465956,99.83116845,
Progress Note,Employee Health Sick Visit,9,0.000465956,99.8316344,
Progress Note,MCHD - GENERAL NURSE NOTE,9,0.000465956,99.83210036,
Progress Note,Hemorrhoids,9,0.000465956,99.83256632,
Progress Note,Viral Hepatitis EPI Record 2,9,0.000465956,99.83303227,
Progress Note,TB Drug Monitoring,9,0.000465956,99.83349823,
TB Notes,Refugee Communicable Disease,9,0.000465956,99.83396419,
Well Baby,Well Baby Newborn Exam,9,0.000465956,99.83443014,
Progress Note,zzMH - Prenatal Initial - HC,9,0.000465956,99.8348961,
BF NOTE,BF-Well Child 4 Months NCHD,9,0.000465956,99.83536206,
Progress Note,Skin Lesions,9,0.000465956,99.83582801,
BF NOTE,BF-Well Child 2 1/2 years NCHD,9,0.000465956,99.83629397,
Progress Note,BF - Well Child 4 yrs,9,0.000465956,99.83675993,
BF NOTE,BF - Well Child 1 Month NCHD,9,0.000465956,99.83722588,
Low Risk Screening,AH-Low Risk Screening for TB,9,0.000465956,99.83769184,
Nurse Progress Note,Pap Smear Follow-Up,9,0.000465956,99.83815779,
Nurse Progress Note,FP Supply,9,0.000465956,99.83862375,
Progress Note,Sexually Transmitted Diseases ,9,0.000465956,99.83908971,
Well Baby,Well Baby 12 Month Exam,9,0.000465956,99.83955566,
MD Progress,Late Cancelation TKC,9,0.000465956,99.84002162,
Psychology,Late Cancelation WBO,8,0.000414184,99.8404358,
Well Baby,Well Baby 2 Month Exam,8,0.000414184,99.84084999,
Admit Note,Hepatitis C Follow Up,8,0.000414184,99.84126417,
Admit Note,zzz Family Planning Treatment,8,0.000414184,99.84167835,
Progress Note,Quick Start Standing Order- HC,8,0.000414184,99.84209254,
Provider Progress Note,General Provider Note,8,0.000414184,99.84250672,
Progress Note,LB Clinical Assessment,8,0.000414184,99.8429209,
Progress Note,Telemedicine,8,0.000414184,99.84333509,
Progress Note,Ankle Pain,8,0.000414184,99.84374927,
Admit Note,RCPH TB Risk Assessment,8,0.000414184,99.84416346,
Admit Note,MH-17 P Injection Note,8,0.000414184,99.84457764,
Psychology,No Show DA,8,0.000414184,99.84499182,
Postnatal Home Visit,Home Visit Postnatal- LCHD,8,0.000414184,99.84540601,
Admit Note,STI Encounter Form,8,0.000414184,99.84582019,
H&P Note,Nexplanon Removal,8,0.000414184,99.84623437,
TB Notes,DEV TB Monthly Assessment,8,0.000414184,99.84664856,
Progress Note,MAT Initial Visit,8,0.000414184,99.84706274,
Progress Note,Vertigo,8,0.000414184,99.84747692,
Progress Note,BF-Well Child 7-8yrs. ,8,0.000414184,99.84789111,
Procedure Report,Loop Implant,8,0.000414184,99.84830529,
Admit Note,Case Management Note,8,0.000414184,99.84871947,
Admit Note,Well Adolscnt 15-17yr Vst 2019,8,0.000414184,99.84913366,
CD Note,DEV CD Encounter,8,0.000414184,99.84954784,
Progress Note,CPC OUD Return patient note,8,0.000414184,99.84996202,
Nurse Progress Note,ST RN Brief Treatment,8,0.000414184,99.85037621,
Progress Note,Pre-Immigration Exam,8,0.000414184,99.85079039,
Progress Note,Rib Pain,8,0.000414184,99.85120458,
VLab Report ,Rgt Upper Extre Bypass Graft ,8,0.000414184,99.85161876,
Child Health,CH-BF Well Child 3 years,8,0.000414184,99.85203294,
BCCCP,BCCCP,8,0.000414184,99.85244713,
Admit Note,MAT Intake Note,8,0.000414184,99.85286131,
Refugee Notes,Refugee Communicable Disease,8,0.000414184,99.85327549,
E M Visit Established Patient,'23 SHC ROF,8,0.000414184,99.85368968,
Consultation Report,TB Jet Set,8,0.000414184,99.85410386,
Progress Note,zzHome Visit - Newborn,8,0.000414184,99.85451804,
Progress Note,Home Visit - Postnatal - WCHD,8,0.000414184,99.85493223,
Progress Note,COPD,8,0.000414184,99.85534641,
Progress Note,SCHD BF Well Child 2 years,8,0.000414184,99.85576059,
Progress Note,Emergency Contraception FS 2,7,0.000362411,99.856123,
Progress Note,WCC 4 Years-BF,7,0.000362411,99.85648541,
H&P Note,APC-Well Male Exam,7,0.000362411,99.85684783,
Procedure,Jessica- Suboxone Induction,7,0.000362411,99.85721024,
Progress Note,Weight Loss,7,0.000362411,99.85757265,
Progress Note,BF-Well Child 4 Mth RPM,7,0.000362411,99.85793506,
STD Note,Blank Note,7,0.000362411,99.85829747,
Progress Note,Weight Gain,7,0.000362411,99.85865988,
